"","order_id","cust_id","prod_id","order_quantity","order_date","order_value","order_price"
"900","o381","cust036","prod17",6,2024-02-20,47.328,7.888
"901","o271","cust044","prod13",4,2023-10-23,34.26,8.565
"902","o461","cust007","prod02",1,2023-02-01,68.45,68.45
"903","o363","cust031","prod05",7,2023-01-08,364.42,52.06
"904","o162","cust020","prod10",6,2023-01-20,79.98,13.33
"905","o475","cust095","prod02",5,2022-04-19,342.25,68.45
"906","o299","cust097","prod04",8,2023-11-04,228.48,28.56
"907","o073","cust027","prod15",10,2022-07-24,228.4,22.84
"908","o412","cust029","prod02",8,2022-01-13,547.6,68.45
"909","o236","cust074","prod06",1,2023-06-25,92.44,92.44
"910","o107","cust018","prod01",2,2022-11-21,97.2,48.6
"911","o380","cust032","prod01",1,2024-02-20,48.6,48.6
"912","o118","cust088","prod17",10,2023-03-21,78.88,7.888
"913","o333","cust063","prod02",3,2022-03-14,205.35,68.45
"914","o150","cust002","prod03",6,2022-05-13,595.08,99.18
"915","o102","cust081","prod17",3,2022-12-03,23.664,7.888
"916","o422","cust019","prod13",3,2022-01-25,25.695,8.565
"917","o283","cust021","prod01",5,2023-01-20,243,48.6
"918","o013","cust043","prod12",8,2023-12-22,246.32,30.79
"919","o117","cust031","prod12",8,2022-02-18,246.32,30.79
"920","o291","cust024","prod04",2,2022-06-18,57.12,28.56
"921","o481","cust044","prod13",10,2024-01-27,85.65,8.565
"922","o057","cust001","prod19",6,2022-02-06,6.876,1.146
"923","o254","cust093","prod02",3,2022-04-19,205.35,68.45
"924","o329","cust043","prod06",4,2022-03-02,369.76,92.44
"925","o066","cust029","prod05",7,2024-01-27,364.42,52.06
"926","o348","cust100","prod03",4,2023-02-01,396.72,99.18
"927","o084","cust049","prod06",7,2022-07-12,647.08,92.44
"928","o354","cust009","prod14",2,2022-02-18,6.54,3.27
"929","o484","cust065","prod06",9,2022-06-30,831.96,92.44
"930","o353","cust036","prod17",8,2023-05-08,63.104,7.888
"931","o143","cust068","prod10",8,2023-10-11,106.64,13.33
"932","o074","cust038","prod10",9,2023-09-17,119.97,13.33
"933","o204","cust084","prod05",7,2023-05-20,364.42,52.06
"934","o144","cust015","prod01",9,2022-02-06,437.4,48.6
"935","o019","cust070","prod06",6,2023-10-23,554.64,92.44
"936","o085","cust078","prod05",7,2022-09-22,364.42,52.06
"937","o091","cust096","prod17",4,2022-10-04,31.552,7.888
"938","o373","cust055","prod08",8,2023-04-14,238.96,29.87
"939","o087","cust034","prod10",4,2023-12-10,53.32,13.33
"940","o136","cust004","prod12",10,2023-05-20,307.9,30.79
"941","o239","cust086","prod07",8,2022-05-01,74.464,9.308
"942","o330","cust026","prod01",4,2023-10-11,194.4,48.6
"943","o209","cust067","prod16",4,2022-05-01,75.664,18.916
"944","o334","cust063","prod14",2,2023-07-07,6.54,3.27
"945","o249","cust020","prod03",3,2023-07-07,297.54,99.18
"946","o355","cust081","prod04",9,2023-02-01,257.04,28.56
"947","o405","cust063","prod08",4,2023-11-28,119.48,29.87
"948","o434","cust012","prod03",7,2022-05-01,694.26,99.18
"949","o067","cust031","prod06",7,2022-09-10,647.08,92.44
"950","o377","cust027","prod01",1,2024-02-20,48.6,48.6
"951","o205","cust075","prod03",4,2023-02-01,396.72,99.18
"952","o113","cust020","prod05",6,2023-06-01,312.36,52.06
"953","o251","cust068","prod13",8,2022-10-04,68.52,8.565
"954","o393","cust075","prod05",8,2023-09-29,416.48,52.06
"955","o216","cust042","prod01",2,2022-03-14,97.2,48.6
"956","o179","cust073","prod14",5,2022-06-18,16.35,3.27
"957","o295","cust049","prod12",6,2023-01-08,184.74,30.79
"958","o149","cust091","prod07",7,2023-11-04,65.156,9.308
"959","o240","cust066","prod05",8,2024-01-27,416.48,52.06
"960","o067","cust031","prod15",10,2022-09-10,228.4,22.84
"961","o379","cust049","prod09",10,2022-09-22,626.9,62.69
"962","o122","cust028","prod20",5,2022-12-03,179.15,35.83
"963","o494","cust068","prod08",10,2023-11-04,298.7,29.87
"964","o315","cust065","prod06",5,2022-08-05,462.2,92.44
"965","o161","cust020","prod06",10,2022-10-16,924.4,92.44
"966","o347","cust040","prod14",1,2022-11-09,3.27,3.27
"967","o155","cust041","prod05",3,2023-06-25,156.18,52.06
"968","o285","cust049","prod04",2,2022-05-25,57.12,28.56
"969","o486","cust024","prod09",10,2022-09-22,626.9,62.69
"970","o429","cust083","prod04",5,2022-01-01,142.8,28.56
"971","o356","cust083","prod05",4,2022-11-21,208.24,52.06
"972","o281","cust067","prod01",1,2022-11-21,48.6,48.6
"973","o257","cust066","prod07",6,2023-02-01,55.848,9.308
"974","o414","cust026","prod12",1,2023-05-20,30.79,30.79
"975","o402","cust034","prod01",4,2022-01-01,194.4,48.6
"976","o278","cust030","prod01",8,2022-01-01,388.8,48.6
"977","o466","cust029","prod07",2,2022-04-07,18.616,9.308
"978","o456","cust036","prod18",10,2023-08-24,919.6,91.96
"979","o139","cust041","prod11",9,2023-01-20,175.338,19.482
"980","o300","cust022","prod14",7,2022-06-06,22.89,3.27
"981","o011","cust031","prod10",7,2022-06-30,93.31,13.33
"982","o392","cust031","prod05",5,2023-07-07,260.3,52.06
"983","o175","cust068","prod02",1,2022-11-09,68.45,68.45
"984","o223","cust051","prod06",5,2022-04-07,462.2,92.44
"985","o032","cust089","prod05",7,2022-07-24,364.42,52.06
"986","o040","cust061","prod05",8,2023-09-17,416.48,52.06
"987","o062","cust011","prod05",6,2023-12-22,312.36,52.06
"988","o101","cust031","prod10",1,2022-08-17,13.33,13.33
"989","o311","cust039","prod01",7,2023-10-11,340.2,48.6
"990","o430","cust012","prod05",2,2022-08-17,104.12,52.06
"991","o494","cust068","prod19",10,2023-11-04,11.46,1.146
"992","o299","cust097","prod13",10,2023-11-04,85.65,8.565
"993","o394","cust001","prod13",3,2023-06-25,25.695,8.565
"994","o106","cust058","prod15",2,2023-06-25,45.68,22.84
"995","o477","cust062","prod13",7,2023-04-02,59.955,8.565
"996","o419","cust030","prod20",4,2022-05-01,143.32,35.83
"997","o341","cust022","prod13",5,2023-12-22,42.825,8.565
"998","o234","cust061","prod12",5,2023-09-17,153.95,30.79
"999","o122","cust028","prod12",6,2022-12-03,184.74,30.79
"1000","o164","cust097","prod13",7,2023-04-02,59.955,8.565
"1001","o387","cust022","prod06",4,2023-08-24,369.76,92.44
"1002","o366","cust039","prod13",4,2023-02-13,34.26,8.565
"1003","o187","cust073","prod11",5,2023-06-25,97.41,19.482
"1004","o101","cust031","prod12",2,2022-08-17,61.58,30.79
"1005","o123","cust085","prod19",8,2023-01-20,9.168,1.146
"1006","o125","cust082","prod13",4,2022-11-09,34.26,8.565
"1007","o416","cust078","prod20",6,2022-09-10,214.98,35.83
"1008","o474","cust086","prod13",8,2022-10-04,68.52,8.565
"1009","o435","cust058","prod20",2,2024-01-03,71.66,35.83
"1010","o166","cust098","prod08",9,2023-10-11,268.83,29.87
"1011","o103","cust016","prod18",10,2022-02-18,919.6,91.96
"1012","o186","cust088","prod18",9,2022-02-06,827.64,91.96
"1013","o304","cust068","prod09",10,2022-10-04,626.9,62.69
"1014","o472","cust096","prod08",2,2022-11-09,59.74,29.87
"1015","o167","cust017","prod12",7,2022-12-03,215.53,30.79
"1016","o111","cust079","prod08",6,2023-02-13,179.22,29.87
"1017","o485","cust034","prod13",4,2022-06-18,34.26,8.565
"1018","o421","cust018","prod11",8,2024-01-03,155.856,19.482
"1019","o022","cust068","prod02",10,2022-05-01,684.5,68.45
"1020","o399","cust078","prod10",5,2023-08-12,66.65,13.33
"1021","o048","cust083","prod19",10,2023-04-26,11.46,1.146
"1022","o448","cust006","prod01",9,2023-03-09,437.4,48.6
"1023","o027","cust060","prod10",9,2022-07-24,119.97,13.33
"1024","o404","cust021","prod15",7,2023-09-05,159.88,22.84
"1025","o139","cust041","prod01",6,2023-01-20,291.6,48.6
"1026","o288","cust057","prod03",5,2022-03-02,495.9,99.18
"1027","o042","cust050","prod04",1,2023-01-08,28.56,28.56
"1028","o487","cust070","prod07",6,2023-12-10,55.848,9.308
"1029","o305","cust049","prod02",6,2022-06-06,410.7,68.45
"1030","o279","cust089","prod07",7,2023-11-16,65.156,9.308
"1031","o139","cust041","prod20",2,2023-01-20,71.66,35.83
"1032","o209","cust067","prod12",4,2022-05-01,123.16,30.79
"1033","o289","cust017","prod01",6,2023-05-08,291.6,48.6
"1034","o239","cust086","prod04",6,2022-05-01,171.36,28.56
"1035","o329","cust043","prod04",3,2022-03-02,85.68,28.56
"1036","o451","cust088","prod03",4,2023-07-19,396.72,99.18
"1037","o441","cust026","prod10",1,2024-01-03,13.33,13.33
"1038","o172","cust035","prod03",10,2024-01-03,991.8,99.18
"1039","o412","cust029","prod10",10,2022-01-13,133.3,13.33
"1040","o364","cust083","prod15",1,2023-02-25,22.84,22.84
"1041","o023","cust071","prod10",2,2022-06-18,26.66,13.33
"1042","o472","cust096","prod01",6,2022-11-09,291.6,48.6
"1043","o117","cust031","prod15",1,2022-02-18,22.84,22.84
"1044","o169","cust005","prod12",7,2023-11-04,215.53,30.79
"1045","o443","cust070","prod04",9,2022-10-16,257.04,28.56
"1046","o201","cust089","prod05",8,2023-02-13,416.48,52.06
"1047","o095","cust087","prod10",2,2023-03-21,26.66,13.33
"1048","o097","cust052","prod12",3,2023-12-22,92.37,30.79
"1049","o238","cust065","prod10",1,2022-03-26,13.33,13.33
"1050","o019","cust070","prod19",10,2023-10-23,11.46,1.146
"1051","o287","cust033","prod19",9,2023-11-16,10.314,1.146
"1052","o477","cust062","prod12",10,2023-04-02,307.9,30.79
"1053","o284","cust042","prod04",10,2022-02-18,285.6,28.56
"1054","o241","cust081","prod11",1,2023-01-20,19.482,19.482
"1055","o012","cust042","prod02",5,2023-05-08,342.25,68.45
"1056","o452","cust009","prod12",9,2023-04-14,277.11,30.79
"1057","o324","cust075","prod02",9,2022-08-17,616.05,68.45
"1058","o458","cust081","prod01",9,2022-03-14,437.4,48.6
"1059","o094","cust057","prod12",6,2022-01-25,184.74,30.79
"1060","o052","cust003","prod14",6,2023-03-09,19.62,3.27
"1061","o359","cust093","prod19",6,2024-02-20,6.876,1.146
"1062","o067","cust031","prod12",5,2022-09-10,153.95,30.79
"1063","o119","cust045","prod16",10,2023-11-28,189.16,18.916
"1064","o498","cust096","prod17",1,2022-10-16,7.888,7.888
"1065","o148","cust054","prod10",6,2024-01-03,79.98,13.33
"1066","o160","cust094","prod10",10,2022-08-17,133.3,13.33
"1067","o418","cust090","prod17",1,2022-01-01,7.888,7.888
"1068","o286","cust051","prod04",4,2023-03-09,114.24,28.56
"1069","o404","cust021","prod11",10,2023-09-05,194.82,19.482
"1070","o391","cust084","prod08",5,2023-07-07,149.35,29.87
"1071","o022","cust068","prod04",1,2022-05-01,28.56,28.56
"1072","o155","cust041","prod11",3,2023-06-25,58.446,19.482
"1073","o400","cust036","prod16",1,2022-07-24,18.916,18.916
"1074","o183","cust009","prod14",1,2023-03-21,3.27,3.27
"1075","o405","cust063","prod12",7,2023-11-28,215.53,30.79
"1076","o352","cust028","prod05",6,2024-01-03,312.36,52.06
"1077","o229","cust019","prod16",10,2023-09-05,189.16,18.916
"1078","o428","cust011","prod12",5,2023-11-04,153.95,30.79
"1079","o064","cust097","prod01",3,2023-02-13,145.8,48.6
"1080","o495","cust089","prod01",10,2022-03-14,486,48.6
"1081","o180","cust070","prod11",8,2024-01-27,155.856,19.482
"1082","o239","cust086","prod08",1,2022-05-01,29.87,29.87
"1083","o349","cust088","prod11",1,2022-04-07,19.482,19.482
"1084","o265","cust055","prod02",9,2023-11-16,616.05,68.45
"1085","o321","cust011","prod14",1,2023-02-25,3.27,3.27
"1086","o488","cust072","prod18",7,2024-02-20,643.72,91.96
"1087","o063","cust046","prod16",5,2023-08-12,94.58,18.916
"1088","o079","cust063","prod14",2,2022-09-22,6.54,3.27
"1089","o015","cust010","prod06",4,2022-09-10,369.76,92.44
"1090","o050","cust007","prod16",10,2024-01-27,189.16,18.916
"1091","o242","cust046","prod20",3,2023-02-25,107.49,35.83
"1092","o459","cust095","prod18",7,2022-03-02,643.72,91.96
"1093","o116","cust099","prod01",9,2022-08-29,437.4,48.6
"1094","o380","cust032","prod17",5,2024-02-20,39.44,7.888
"1095","o446","cust049","prod10",9,2022-12-27,119.97,13.33
"1096","o261","cust088","prod16",4,2023-02-13,75.664,18.916
"1097","o454","cust063","prod08",6,2022-05-25,179.22,29.87
"1098","o010","cust019","prod07",8,2022-08-05,74.464,9.308
"1099","o016","cust012","prod04",7,2023-02-01,199.92,28.56
"1100","o262","cust028","prod13",5,2022-07-12,42.825,8.565
"1101","o092","cust055","prod16",4,2022-02-06,75.664,18.916
"1102","o113","cust020","prod11",4,2023-06-01,77.928,19.482
"1103","o138","cust064","prod02",2,2022-09-22,136.9,68.45
"1104","o314","cust009","prod05",4,2022-12-03,208.24,52.06
"1105","o441","cust026","prod11",3,2024-01-03,58.446,19.482
"1106","o200","cust036","prod05",3,2023-06-13,156.18,52.06
"1107","o210","cust001","prod02",6,2022-11-09,410.7,68.45
"1108","o028","cust006","prod05",10,2023-05-08,520.6,52.06
"1109","o426","cust032","prod17",2,2022-05-25,15.776,7.888
"1110","o102","cust081","prod02",3,2022-12-03,205.35,68.45
"1111","o449","cust080","prod05",3,2022-01-01,156.18,52.06
"1112","o135","cust032","prod18",9,2023-08-12,827.64,91.96
"1113","o358","cust043","prod03",1,2023-09-05,99.18,99.18
"1114","o103","cust016","prod18",5,2022-02-18,459.8,91.96
"1115","o441","cust026","prod04",10,2024-01-03,285.6,28.56
"1116","o400","cust036","prod06",7,2022-07-24,647.08,92.44
"1117","o470","cust098","prod16",7,2023-09-17,132.412,18.916
"1118","o439","cust091","prod13",2,2023-09-05,17.13,8.565
"1119","o114","cust048","prod11",5,2023-05-20,97.41,19.482
"1120","o397","cust072","prod04",2,2023-11-04,57.12,28.56
"1121","o217","cust098","prod07",5,2022-02-18,46.54,9.308
"1122","o331","cust048","prod06",9,2022-01-25,831.96,92.44
"1123","o427","cust067","prod20",9,2022-04-07,322.47,35.83
"1124","o462","cust010","prod08",1,2023-02-25,29.87,29.87
"1125","o016","cust012","prod20",9,2023-02-01,322.47,35.83
"1126","o089","cust094","prod02",2,2022-08-17,136.9,68.45
"1127","o119","cust045","prod04",10,2023-11-28,285.6,28.56
"1128","o307","cust061","prod11",3,2022-01-01,58.446,19.482
"1129","o140","cust061","prod08",7,2022-08-17,209.09,29.87
"1130","o039","cust041","prod18",8,2022-11-21,735.68,91.96
"1131","o119","cust045","prod11",2,2023-11-28,38.964,19.482
"1132","o365","cust044","prod06",3,2022-02-06,277.32,92.44
"1133","o493","cust031","prod10",9,2023-10-23,119.97,13.33
"1134","o358","cust043","prod05",1,2023-09-05,52.06,52.06
"1135","o310","cust072","prod20",2,2023-05-20,71.66,35.83
"1136","o428","cust011","prod02",10,2023-11-04,684.5,68.45
"1137","o153","cust054","prod10",10,2023-04-02,133.3,13.33
"1138","o346","cust014","prod04",6,2022-12-27,171.36,28.56
"1139","o415","cust063","prod08",5,2022-07-24,149.35,29.87
"1140","o021","cust006","prod13",8,2022-05-01,68.52,8.565
"1141","o296","cust001","prod06",7,2023-12-22,647.08,92.44
"1142","o002","cust040","prod01",8,2023-11-04,388.8,48.6
"1143","o202","cust066","prod04",2,2023-06-01,57.12,28.56
"1144","o280","cust087","prod11",10,2023-10-11,194.82,19.482
"1145","o376","cust044","prod01",4,2023-05-20,194.4,48.6
"1146","o042","cust050","prod11",3,2023-01-08,58.446,19.482
"1147","o390","cust047","prod15",2,2022-06-30,45.68,22.84
"1148","o431","cust034","prod19",7,2022-11-09,8.022,1.146
"1149","o035","cust079","prod16",3,2022-05-25,56.748,18.916
"1150","o447","cust077","prod03",5,2023-06-25,495.9,99.18
"1151","o464","cust085","prod11",9,2022-12-15,175.338,19.482
"1152","o224","cust092","prod12",5,2023-10-23,153.95,30.79
"1153","o438","cust079","prod12",2,2023-09-29,61.58,30.79
"1154","o287","cust033","prod17",6,2023-11-16,47.328,7.888
"1155","o365","cust044","prod06",5,2022-02-06,462.2,92.44
"1156","o272","cust069","prod12",4,2023-04-14,123.16,30.79
"1157","o447","cust077","prod17",7,2023-06-25,55.216,7.888
"1158","o171","cust073","prod13",4,2022-12-27,34.26,8.565
"1159","o318","cust047","prod15",2,2023-11-28,45.68,22.84
"1160","o256","cust096","prod17",3,2023-07-07,23.664,7.888
"1161","o476","cust070","prod13",8,2022-07-12,68.52,8.565
"1162","o311","cust039","prod17",1,2023-10-11,7.888,7.888
"1163","o301","cust096","prod14",1,2022-01-01,3.27,3.27
"1164","o300","cust022","prod18",5,2022-06-06,459.8,91.96
"1165","o381","cust036","prod01",6,2024-02-20,291.6,48.6
"1166","o160","cust094","prod17",3,2022-08-17,23.664,7.888
"1167","o375","cust051","prod12",3,2022-08-29,92.37,30.79
"1168","o267","cust005","prod17",5,2023-10-23,39.44,7.888
"1169","o286","cust051","prod11",7,2023-03-09,136.374,19.482
"1170","o282","cust009","prod19",7,2022-04-07,8.022,1.146
"1171","o015","cust010","prod04",7,2022-09-10,199.92,28.56
"1172","o422","cust019","prod17",9,2022-01-25,70.992,7.888
"1173","o042","cust050","prod12",2,2023-01-08,61.58,30.79
"1174","o042","cust050","prod08",3,2023-01-08,89.61,29.87
"1175","o493","cust031","prod03",8,2023-10-23,793.44,99.18
"1176","o306","cust088","prod12",2,2022-02-18,61.58,30.79
"1177","o222","cust090","prod14",6,2023-06-01,19.62,3.27
"1178","o484","cust065","prod12",5,2022-06-30,153.95,30.79
"1179","o251","cust068","prod07",1,2022-10-04,9.308,9.308
"1180","o149","cust091","prod03",8,2023-11-04,793.44,99.18
"1181","o170","cust002","prod14",10,2023-06-01,32.7,3.27
"1182","o351","cust088","prod18",10,2023-10-23,919.6,91.96
"1183","o360","cust005","prod17",2,2023-01-08,15.776,7.888
"1184","o106","cust058","prod16",6,2023-06-25,113.496,18.916
"1185","o004","cust063","prod04",3,2023-05-20,85.68,28.56
"1186","o443","cust070","prod07",2,2022-10-16,18.616,9.308
"1187","o049","cust056","prod17",4,2022-03-26,31.552,7.888
"1188","o098","cust014","prod19",8,2023-02-25,9.168,1.146
"1189","o478","cust019","prod20",10,2022-03-26,358.3,35.83
"1190","o157","cust017","prod09",3,2022-06-18,188.07,62.69
"1191","o026","cust100","prod10",2,2022-11-21,26.66,13.33
"1192","o411","cust076","prod01",3,2022-09-10,145.8,48.6
"1193","o167","cust017","prod13",6,2022-12-03,51.39,8.565
"1194","o131","cust035","prod20",6,2022-03-26,214.98,35.83
"1195","o199","cust052","prod11",5,2022-02-18,97.41,19.482
"1196","o339","cust090","prod19",9,2022-03-14,10.314,1.146
"1197","o121","cust081","prod20",5,2023-07-31,179.15,35.83
"1198","o128","cust047","prod17",9,2022-10-04,70.992,7.888
"1199","o458","cust081","prod19",8,2022-03-14,9.168,1.146
"1200","o202","cust066","prod03",8,2023-06-01,793.44,99.18
"1201","o055","cust071","prod09",6,2022-10-28,376.14,62.69
"1202","o443","cust070","prod10",7,2022-10-16,93.31,13.33
"1203","o083","cust043","prod13",4,2022-10-04,34.26,8.565
"1204","o215","cust056","prod11",4,2023-05-08,77.928,19.482
"1205","o023","cust071","prod18",10,2022-06-18,919.6,91.96
"1206","o025","cust068","prod18",7,2022-11-21,643.72,91.96
"1207","o392","cust031","prod04",10,2023-07-07,285.6,28.56
"1208","o109","cust012","prod12",9,2023-08-12,277.11,30.79
"1209","o496","cust034","prod18",7,2022-08-29,643.72,91.96
"1210","o105","cust041","prod13",7,2023-02-01,59.955,8.565
"1211","o228","cust026","prod12",8,2023-07-19,246.32,30.79
"1212","o332","cust025","prod18",5,2022-05-01,459.8,91.96
"1213","o143","cust068","prod20",10,2023-10-11,358.3,35.83
"1214","o483","cust028","prod01",7,2023-03-21,340.2,48.6
"1215","o078","cust015","prod02",7,2022-07-24,479.15,68.45
"1216","o296","cust001","prod18",10,2023-12-22,919.6,91.96
"1217","o479","cust055","prod20",10,2023-06-01,358.3,35.83
"1218","o264","cust085","prod18",3,2023-12-10,275.88,91.96
"1219","o318","cust047","prod04",6,2023-11-28,171.36,28.56
"1220","o187","cust073","prod18",5,2023-06-25,459.8,91.96
"1221","o029","cust058","prod20",7,2022-08-17,250.81,35.83
"1222","o083","cust043","prod13",5,2022-10-04,42.825,8.565
"1223","o104","cust069","prod11",9,2023-12-10,175.338,19.482
"1224","o016","cust012","prod16",4,2023-02-01,75.664,18.916
"1225","o369","cust042","prod02",5,2024-02-08,342.25,68.45
"1226","o273","cust053","prod04",8,2023-01-08,228.48,28.56
"1227","o343","cust025","prod09",9,2022-08-17,564.21,62.69
"1228","o193","cust092","prod11",5,2022-03-26,97.41,19.482
"1229","o003","cust073","prod16",3,2023-12-10,56.748,18.916
"1230","o184","cust025","prod19",2,2022-07-12,2.292,1.146
"1231","o414","cust026","prod20",5,2023-05-20,179.15,35.83
"1232","o497","cust061","prod11",5,2023-06-01,97.41,19.482
"1233","o388","cust079","prod14",8,2022-08-29,26.16,3.27
"1234","o218","cust049","prod19",7,2023-11-16,8.022,1.146
"1235","o041","cust011","prod16",10,2023-07-31,189.16,18.916
"1236","o320","cust014","prod09",2,2023-05-08,125.38,62.69
"1237","o268","cust005","prod10",2,2023-09-05,26.66,13.33
"1238","o206","cust011","prod15",10,2022-10-28,228.4,22.84
"1239","o399","cust078","prod13",8,2023-08-12,68.52,8.565
"1240","o247","cust067","prod18",1,2023-05-08,91.96,91.96
"1241","o133","cust048","prod04",5,2022-06-18,142.8,28.56
"1242","o209","cust067","prod15",10,2022-05-01,228.4,22.84
"1243","o409","cust097","prod06",10,2023-03-21,924.4,92.44
"1244","o271","cust044","prod16",4,2023-10-23,75.664,18.916
"1245","o409","cust097","prod09",6,2023-03-21,376.14,62.69
"1246","o459","cust095","prod02",6,2022-03-02,410.7,68.45
"1247","o047","cust045","prod19",9,2022-05-25,10.314,1.146
"1248","o102","cust081","prod08",5,2022-12-03,149.35,29.87
"1249","o332","cust025","prod17",7,2022-05-01,55.216,7.888
"1250","o009","cust034","prod20",6,2023-08-12,214.98,35.83
"1251","o464","cust085","prod16",1,2022-12-15,18.916,18.916
"1252","o133","cust048","prod16",6,2022-06-18,113.496,18.916
"1253","o389","cust008","prod10",7,2022-03-02,93.31,13.33
"1254","o192","cust044","prod17",1,2022-01-01,7.888,7.888
"1255","o421","cust018","prod13",4,2024-01-03,34.26,8.565
"1256","o478","cust019","prod18",2,2022-03-26,183.92,91.96
"1257","o089","cust094","prod03",2,2022-08-17,198.36,99.18
"1258","o339","cust090","prod11",5,2022-03-14,97.41,19.482
"1259","o174","cust054","prod13",3,2022-11-21,25.695,8.565
"1260","o370","cust080","prod15",5,2023-07-31,114.2,22.84
"1261","o233","cust063","prod10",8,2023-11-04,106.64,13.33
"1262","o440","cust062","prod18",7,2023-10-23,643.72,91.96
"1263","o172","cust035","prod15",3,2024-01-03,68.52,22.84
"1264","o124","cust077","prod20",1,2023-07-31,35.83,35.83
"1265","o127","cust020","prod08",9,2022-06-18,268.83,29.87
"1266","o453","cust008","prod13",10,2022-11-09,85.65,8.565
"1267","o151","cust016","prod19",7,2023-01-08,8.022,1.146
"1268","o475","cust095","prod06",6,2022-04-19,554.64,92.44
"1269","o404","cust021","prod07",7,2023-09-05,65.156,9.308
"1270","o077","cust028","prod07",1,2022-10-28,9.308,9.308
"1271","o058","cust090","prod16",4,2022-02-18,75.664,18.916
"1272","o293","cust057","prod17",10,2022-02-06,78.88,7.888
"1273","o003","cust073","prod18",7,2023-12-10,643.72,91.96
"1274","o498","cust096","prod20",9,2022-10-16,322.47,35.83
"1275","o456","cust036","prod15",2,2023-08-24,45.68,22.84
"1276","o313","cust080","prod15",1,2023-08-24,22.84,22.84
"1277","o345","cust097","prod20",7,2023-11-04,250.81,35.83
"1278","o479","cust055","prod18",6,2023-06-01,551.76,91.96
"1279","o287","cust033","prod19",9,2023-11-16,10.314,1.146
"1280","o396","cust005","prod17",5,2023-10-23,39.44,7.888
"1281","o333","cust063","prod15",3,2022-03-14,68.52,22.84
"1282","o371","cust004","prod17",8,2024-01-15,63.104,7.888
"1283","o353","cust036","prod14",7,2023-05-08,22.89,3.27
"1284","o026","cust100","prod15",8,2022-11-21,182.72,22.84
"1285","o196","cust094","prod16",3,2023-11-28,56.748,18.916
"1286","o271","cust044","prod16",10,2023-10-23,189.16,18.916
"1287","o281","cust067","prod13",1,2022-11-21,8.565,8.565
"1288","o265","cust055","prod16",1,2023-11-16,18.916,18.916
"1289","o414","cust026","prod20",2,2023-05-20,71.66,35.83
"1290","o486","cust024","prod05",2,2022-09-22,104.12,52.06
"1291","o122","cust028","prod20",9,2022-12-03,322.47,35.83
"1292","o424","cust088","prod19",8,2023-10-23,9.168,1.146
"1293","o107","cust018","prod07",8,2022-11-21,74.464,9.308
"1294","o115","cust015","prod11",5,2022-03-02,97.41,19.482
"1295","o330","cust026","prod17",7,2023-10-11,55.216,7.888
"1296","o480","cust038","prod04",9,2023-11-04,257.04,28.56
"1297","o463","cust052","prod09",7,2022-04-19,438.83,62.69
"1298","o045","cust067","prod15",3,2022-08-29,68.52,22.84
"1299","o356","cust083","prod14",5,2022-11-21,16.35,3.27
"1300","o224","cust092","prod17",1,2023-10-23,7.888,7.888
"1301","o165","cust025","prod09",10,2023-12-22,626.9,62.69
"1302","o371","cust004","prod19",1,2024-01-15,1.146,1.146
"1303","o052","cust003","prod01",2,2023-03-09,97.2,48.6
"1304","o105","cust041","prod10",7,2023-02-01,93.31,13.33
"1305","o017","cust006","prod17",3,2023-10-11,23.664,7.888
"1306","o445","cust018","prod03",1,2023-02-25,99.18,99.18
"1307","o212","cust057","prod10",10,2022-10-04,133.3,13.33
"1308","o340","cust005","prod03",1,2022-01-01,99.18,99.18
"1309","o337","cust046","prod03",4,2023-09-29,396.72,99.18
"1310","o482","cust074","prod10",7,2023-10-11,93.31,13.33
"1311","o168","cust098","prod02",5,2023-03-21,342.25,68.45
"1312","o335","cust040","prod13",1,2024-01-03,8.565,8.565
"1313","o436","cust091","prod14",3,2022-10-28,9.81,3.27
"1314","o341","cust022","prod20",8,2023-12-22,286.64,35.83
"1315","o158","cust039","prod20",10,2023-04-02,358.3,35.83
"1316","o068","cust010","prod18",6,2022-01-01,551.76,91.96
"1317","o052","cust003","prod11",1,2023-03-09,19.482,19.482
"1318","o198","cust077","prod18",3,2023-10-23,275.88,91.96
"1319","o002","cust040","prod13",9,2023-11-04,77.085,8.565
"1320","o223","cust051","prod10",1,2022-04-07,13.33,13.33
"1321","o065","cust020","prod06",5,2022-09-22,462.2,92.44
"1322","o035","cust079","prod18",1,2022-05-25,91.96,91.96
"1323","o079","cust063","prod08",4,2022-09-22,119.48,29.87
"1324","o419","cust030","prod05",2,2022-05-01,104.12,52.06
"1325","o069","cust057","prod14",5,2023-04-14,16.35,3.27
"1326","o263","cust100","prod10",6,2022-02-06,79.98,13.33
"1327","o417","cust075","prod20",3,2023-04-14,107.49,35.83
"1328","o302","cust052","prod04",2,2022-12-03,57.12,28.56
"1329","o453","cust008","prod19",1,2022-11-09,1.146,1.146
"1330","o402","cust034","prod07",5,2022-01-01,46.54,9.308
"1331","o019","cust070","prod04",5,2023-10-23,142.8,28.56
"1332","o454","cust063","prod12",5,2022-05-25,153.95,30.79
"1333","o321","cust011","prod10",1,2023-02-25,13.33,13.33
"1334","o307","cust061","prod14",4,2022-01-01,13.08,3.27
"1335","o363","cust031","prod16",1,2023-01-08,18.916,18.916
"1336","o492","cust027","prod18",5,2022-07-12,459.8,91.96
"1337","o370","cust080","prod20",10,2023-07-31,358.3,35.83
"1338","o168","cust098","prod04",9,2023-03-21,257.04,28.56
